"url","text","university"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63341","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Acquired Intelligence &amp; Adaptive Behaviour</h2>
<p>
    Module code: G6042<br/>
    Level 5<br/>
    15 credits in spring teaching<br/>
    Teaching method: Class, Lecture<br/>
    Assessment modes: Coursework</p>
<p>We take Acquired Intelligence and Adaptive Behaviour (AIAB) as a paradigm (similar to 'Artificial Life' or 'New-wave AI') exemplified by situated, embodied approaches to the study of intelligence and robotics.</p>
<p>Topics covered will include: evolutionary (genetic) algorithms, the study and exploitation of emergence in complex systems, simulated and real world robotics, and active perception.</p>
<p>AIAB is introduced scientifically and also in terms of practical uses.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate critical awareness of the major issues in Adaptive Behaviour research.</li>
<li>Programme and apply a genetic algorithm.</li>
<li>Design and implement a controller for an autonomous robot and analyse it's behaviour.</li>
<li>Discuss and evaluate the benefits brought by embodiment and active perception.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/66381","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Compilers and Computer Architecture</h2>
<p>
    Module code: G5035<br/>
    Level 5<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Class, Lecture<br/>
    Assessment modes: Unseen examination, Coursework</p>
<p>Topics on this module include:</p>
<ul>
<li>low­-level versus high-­level languages</li>
<li>an introduction to language implementation techniques, compilers and interpreters, grammars and parsing</li>
<li>hardware implications, instruction set design and implementation</li>
<li>lexical analysis</li>
<li>the relevance of finite­state automata and regular grammars</li>
<li>implementation techniques</li>
<li>problems for particular languages, syntax analysis ­ overview of grammars and parsing techniques</li>
<li>top­-down and bottom­-up parsing</li>
<li>predictive parsing, shift-­reduce parsing</li>
<li>implementing hand­-coded top­-down predictive parsers</li>
<li>semantic analysis and code generation­ from trees and from flat intermediate codes</li>
<li>symbol tables</li>
<li>type checking</li>
<li>handling of specific high­-level language constructs</li>
<li>runtime storage allocation and scoping</li>
<li>instruction set consequences</li>
<li>hardware aspects of performance enhancement ­ caches, pipelining and parallelism</li>
<li>recent developments in processor design</li>
<li>code optimisation</li>
<li>introduction to flow analysis.</li>
</ul>
<h3>Pre-requisite</h3>
<p>Further Programming or ability to program in Java.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Explain the structure of a conventional compiler, showing the interfaces between the phases.</li>
<li>Use formal syntactic specifications for common high-level language constructs in the construction of the analysis phase of a compiler.</li>
<li>Implement modules of a complete compiler for a simple source language and a simple target architecture.</li>
<li>Explain the key characteristics of the instruction set of a simple modern processor and illustrate how it can be used in compiler-generated code.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63325","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Computer Networks</h2>
<p>
    Module code: G5115<br/>
    Level 5<br/>
    15 credits in spring teaching<br/>
    Teaching method: Lecture, Laboratory<br/>
    Assessment modes: Unseen examination, Coursework</p>
<p>This module provides an introduction to the basics of packet switching technologies as used in the internet. Emphasis is placed on core Internet protocols such as IP and TCP.</p>
<p>Subjects covered include:</p>
<ul>
<li>network access technologies</li>
<li>design of network protocols using layering</li>
<li>local area networks</li>
<li>TCP/IP routing and switching</li>
<li>and congestion control.</li>
</ul>
<p>This module introduces the internet with a top-down view: the accent is on layer abstractions and the associated protocols (and how to program with them). Particular attention is paid to questions of network security.</p>
<h3>Pre-requisite</h3>
<p>Further Programming</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Have a critical understanding of the purpose and workings of IP and TCP.</li>
<li>Design and implement simple communication protocols based on the Internet model of communication outside the context in which they were first studied.</li>
<li>Understand and use sockets in programming.</li>
<li>Evaluate critically questions of basic networking security.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63340","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Computer Vision</h2>
<p>
    Module code: G6032<br/>
    Level 5<br/>
    15 credits in spring teaching<br/>
    Teaching method: Lecture, Class<br/>
    Assessment modes: Unseen examination, Coursework</p>
<p>The module introduces the field of computer vision and its relation to research on natural vision systems. Topics include: the functions of vision; finding image structure; the determination and representation of 3-D surface shape; visual motion; object recognition; active vision. The module emphasises practical techniques and you will be introduced to a suitable software package.</p>
<h3>Pre-requisite</h3>
<p>Ability to program in a procedural programming language.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Write and document a computer program to extract useful information from image data.</li>
<li>Propose designs for simple computer vision systems.</li>
<li>Determine the applicability of a variety of computer vision techniques to practical problems.</li>
<li>Describe and recognise the effects of a variety of image processing operations and ways in which studies of computational and biological vision systems inform one another.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/66391","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Databases</h2>
<p>
    Module code: G6031<br/>
    Level 5<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture, Seminar, Laboratory<br/>
    Assessment modes: Coursework, Unseen examination</p>
<p>This module provides an introduction to the concepts of database software, database design, management, and programming. This includes conceptual database design (using the entity-relationship approach), logical database design and physical database design.</p>
<p>The module focuses on the relational data model. You will learn how to design and implement a relational database using SQL. You will also learn how to retrieve and manipulate data via SQL queries, as well as how to normalize relational databases, what normal forms there are, and how this eliminates certain anomalies based on redundancy. Security via permission rights and indexes for tuning database queries are addressed. You will learn how to write stored procedures and triggers using procedural SQL and how use Java Database Connectivity libraries (JDBC) to access databases in Java programs.</p>
<p>The exercise classes and coursework are based on a series of examples that help you understand the theoretical principles. Practical experience is acquired by implementing these examples in a database management system and a graphical query browser.</p>
<h3>Pre-requisite</h3>
<p>Introduction to Programming</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate knowledge and critical understanding of established principles for data modelling, management and security in the context of relational databases.</li>
<li>Demonstrate the ability to apply underlying database concepts outside the context in which they were first studied. This includes the design of a database from a specification, and writing SQL code to set up, maintain and query a database.</li>
<li>Show an understanding of the limits of the Entity-Relationship Model and the Relational Model, and an appreciation of alternative database models.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/68811","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Fundamentals of Machine Learning</h2>
<p>
    Module code: G6061<br/>
    Level 5<br/>
    15 credits in spring teaching<br/>
    Teaching method: Laboratory, Lecture<br/>
    Assessment modes: Coursework</p>
<p>In this module, you are introduced to the important field of machine learning.</p>
<p>You use a systematic approach, based on the following three key ingredients:</p>
<ul>
<li>tasks</li>
<li>models</li>
<li>features.</li>
</ul>
<p>You are introduced to both regression and classification, and your studies emphasise concepts such as model performance and learnability.</p>
<p>As part of this module, you learn techniques such as:</p>
<ul>
<li>linear regression</li>
<li>single and multiple layer perceptron classification</li>
<li>kernel-based models (including RBF and SVM)</li>
<li>decision tree models and random forest</li>
<li>Naïve Bayes classification and k-means clustering.</li>
</ul>
<p>You are also introduced to techniques for pre-processing the data (including PCA).</p>
<p>In this module, you adopt an example-based approach throughout.</p>
<h3>Pre-requisite</h3>
<p>some programming experience</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Demonstrate basic knowledge of several supervised and unsupervised machine learning models including multi-layer perceptron, support vector machine, random forest, K-means, and PCA.</li>
<li>Map machine learning models to tasks based on reasoned arguments.</li>
<li>Explain and exploit practical concepts such as cross-validation and learning curve.</li>
<li>Use machine learning toolboxes to solve classification/regression problems with real-world data, including pre-processing of the data and incorporating prior knowledge.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/67390","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Natural Language Engineering</h2>
<p>
    Module code: G5119<br/>
    Level 5<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Class<br/>
    Assessment modes: Coursework</p>
<p>In this module, you are introduced to techniques and concepts involved in the analysing of text by machine - with particular emphases on various practical applications that this technology drives.</p>
<p>You study core, generic text processing models, such as:</p>
<ul>
<li>segmentation</li>
<li>stemming</li>
<li>part-of-speech tagging</li>
<li>named entity recognition</li>
<li>phrasal chunking</li>
<li>dependency parsing.</li>
</ul>
<p>You also cover related problems and application areas, such as:</p>
<ul>
<li>document classification</li>
<li>information retrieval</li>
<li>information extraction.</li>
</ul>
<p>As part of this, you make extensive use of the Natural Language Toolkit, which is a collection of natural language processing tools written in the Python programming language.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Deploy generic NLP technologies to large quantities of realistic data.</li>
<li>Design and run an empirical investigation that would establish whether or not there is scope for successfully deploy existing text processing technologies.</li>
<li>Determine which language processing technologies would be effective in a given scenario.</li>
<li>Build a prototype system that combines off-the-shelf technologies into a practical language processing system.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/63345","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Operating Systems</h2>
<p>
    Module code: G6059<br/>
    Level 5<br/>
    15 credits in spring teaching<br/>
    Teaching method: Laboratory, Lecture<br/>
    Assessment modes: Coursework, Unseen examination</p>
<p>This module studies the system-level structures that underpin operating systems and networks.</p>
<p>The primary focus is on processes, showing how they contain dynamic threads and address spaces, and on understanding how both shared memory and messages can be used to communicate between processes.</p>
<p>Concepts covered will include:</p>
<ul>
<li>process management</li>
<li>memory management</li>
<li>file systems</li>
<li>synchronisation primitives</li>
<li>communication abstractions and their implementation over packets switched networks, using TCP and IP as examples.</li>
</ul>
<p>Particular emphasis will be on showing how to make these structures secure.</p>
<h3>Pre-requisite</h3>
<p>Further programming, Programming Concepts, Introduction to Computer Systems</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Identify and understand the major components of a major modern operating system.</li>
<li>Describe the concepts of Processes and Threads and critically evaluate the different management techniques for these.</li>
<li>Describe the arrangement of memory in modern operating systems, including the use of virtual memory.</li>
<li>Describe the common methods of file management and give critical appraisals of the various methods used.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/66351","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Philosophical Foundations of Cognitive Science</h2>
<p>
    Module code: C8808<br/>
    Level 5<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Seminar<br/>
    Assessment modes: Coursework, Unseen examination</p>
<p>This module examines various materialist conceptions of the mind, especially the functionalist vision of the mind as a kind of computer program running in the brain. Symbolic and connectionist versions of this view are described and compared. The complex issues surrounding the scientific explanation of consciousness and experience are discussed.</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Describe the way(s) in which cognitive science aims to integrate the mind into the natural world.</li>
<li>Critically discuss the relative merits of representational and non-representational accounts of cognition.</li>
<li>Synthesise arguments for, and counterarguments to, the elimination of the propositional attitudes from a science of the mind.</li>
<li>Explain the relative merits of symbolic and sub-symbolic accounts of cognition.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/66382","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Program Analysis</h2>
<p>
    Module code: G6017<br/>
    Level 5<br/>
    15 credits in autumn teaching<br/>
    Teaching method: Lecture<br/>
    Assessment modes: Coursework, Unseen examination</p>
<p>This module is split into two parts:</p>
<p>Foundations<br/>In the first part of the module, you are introduced to the idea of the asymptotic analysis of algorithms. In particular, you consider the following: </p>
<ul style=""list-style-type: disc;"">
<li>specifying a problem</li>
<li>the notion of an algorithm and what it means for an algorithm to solve a problem</li>
<li>the upper, lower and tight asymptotic bounds associated with an algorithm</li>
<li>the best-, worst- and expected-case analysis of an algorithm</li>
<li>the lower bound for a problem.</li>
</ul>
<p>You also consider a number of important data structures, with particular emphasis on priority queues and the generic graph data structure. You look at several basic graph algorithms, in particular: </p>
<ul style=""list-style-type: disc;"">
<li>depth-first search of graphs</li>
<li>breadth-first search of graphs</li>
<li>topological sorting of directed acyclic graphs.</li>
</ul>
<p>Generic Design Paradigms<br/>In the second part of the module, you consider four of the most important methods used as the basis for algorithm design: </p>
<ul style=""list-style-type: disc;"">
<li>greedy methods</li>
<li>divide and conquer approaches</li>
<li>dynamic programming</li>
<li>network flow.</li>
</ul>
<p>In considering these generic design paradigms, you look at a number of well-known problems, including: </p>
<ul style=""list-style-type: disc;"">
<li>interval scheduling</li>
<li>single source shortest path</li>
<li>minimum spanning tree</li>
<li>Huffman codes construction</li>
<li>weighted interval scheduling</li>
<li>subset sum</li>
<li>sequence alignment</li>
<li>network flow</li>
<li>bipartite matching.</li>
</ul>
<h3>Module learning outcomes</h3>
<ul>
<li>Given a novel problem specification, determine an appropriate style of algorithm to deploy for that problem.</li>
<li>Analyse the asymptotic efficiency of an algorithm, distinguishing best-, worst- and expected-cases.</li>
<li>Design and implement algorithmic solutions to problems based on greedy, dynamic programming and network flow approaches.</li>
<li>Express an algorithm using abstract pseudo-code rather than using a particular programming language.</li>
</ul></div>","University of Sussex"
"http://www.sussex.ac.uk/study/international-students/visiting-exchange-erasmus-students/modules/modules/213/64440","<div class=""small-12 large-9 large-push-3 columns wysiwyg content-region"">
<h1>Computing</h1> <h2>Programming for 3D</h2>
<p>
    Module code: G6056<br/>
    Level 5<br/>
    15 credits in spring teaching<br/>
    Teaching method: Laboratory, Lecture<br/>
    Assessment modes: Coursework</p>
<p>In this introductory module on programming for 3D graphics, you explore the fundamentals of using high-level development languages to produce interactive 3D graphics.</p>
<h3>Pre-requisite</h3>
<p>3D Modelling and Rendering</p>
<h3>Module learning outcomes</h3>
<ul>
<li>Identify and describe the operation of the main components of a system that enables interactive 3D graphics.</li>
<li>Summarise and explain the relevant theory and fundamentals of the production of interactive computer graphics.</li>
<li>Synthesise basic interactive 3D graphical content using a high-level development language.</li>
</ul></div>","University of Sussex"
